label,notes
major,"[28, 40, 44, 47, 52]"
major,"[32, 47, 52, 56, 59]"
dominant,"[23, 40, 44, 47, 50]"
major,"[28, 35, 40, 56, 59, 64, 68]"
major,"[20, 28, 40, 44, 47, 52]"
minor,"[28, 35, 43, 47, 52, 55]"
dominant,"[32, 40, 52, 56, 59, 62]"
major,"[28, 40, 47, 52, 56, 59]"
dominant,"[35, 44, 50, 52, 56, 64]"
major,"[23, 28, 32, 40, 44, 47]"
major,"[28, 40, 47, 52, 56, 59]"
dominant,"[35, 44, 50, 52, 56, 64]"
major,"[23, 32, 35, 40, 44, 47]"
major,"[20, 28, 32, 35, 40]"
minor,"[28, 35, 40, 43]"
minor-seventh,"[28, 43, 47, 50, 55]"
major,"[32, 47, 52, 56]"
major,"[28, 35, 40, 44, 47]"
dominant,"[28, 38, 40, 44, 47]"
major,"[23, 35, 40, 44, 47]"
major,"[28, 35, 44, 47, 52]"
major,"[40, 44, 47]"
major,"[28, 35, 56, 59, 64, 68]"
major,"[20, 28, 40, 44, 47, 52]"
minor,"[28, 35, 43, 47, 52, 55]"
dominant,"[32, 40, 47, 56, 59, 62, 64]"
major,"[28, 40, 47, 52, 56, 59]"
dominant,"[35, 44, 50, 52, 56, 64]"
major,"[23, 32, 35, 40, 44, 47]"
major,"[20, 28, 32, 35, 40]"
minor,"[28, 35, 40, 43]"
dominant,"[28, 35, 44, 52]"
major,"[16, 28, 40, 44, 47, 52]"
major,"[20, 32, 47, 52, 56, 59]"
dominant,"[23, 35, 52, 56, 59, 62]"
major,"[28, 35, 40, 56, 59, 64, 68]"
major,"[20, 32, 52, 56, 59, 64]"
minor,"[16, 28, 43, 47, 52, 55]"
dominant,"[32, 40, 56, 59, 62, 64]"
major,"[28, 40, 47, 52, 56, 59]"
dominant,"[35, 44, 50, 52, 56, 64]"
major,"[23, 28, 32, 40, 44, 47]"
major,"[28, 40, 47, 52, 56, 59]"
dominant,"[35, 44, 50, 52, 56, 64]"
major,"[23, 32, 35, 40, 44, 47]"
dominant,"[20, 26, 28, 32, 35, 40]"
minor,"[28, 31, 35, 40, 43]"
minor-seventh,"[28, 43, 47, 50, 55]"
major,"[32, 44, 47, 52, 56]"
major,"[16, 28, 40, 44, 47]"
dominant,"[16, 28, 40, 44, 47]"
major,"[23, 32, 40, 44, 47]"
major,"[23, 32, 35, 40]"
major-sixth,"[28, 35, 37, 40, 44]"
major,"[28, 35, 40, 44, 47]"
dominant,"[26, 32, 35]"
dominant,"[32, 38, 42, 49]"
dominant,"[26, 32, 35, 44]"
dominant,"[32, 38, 43, 47]"
dominant,"[32, 38, 43, 47]"
dominant,"[32, 38, 43, 47]"
dominant,"[26, 32, 35, 42]"
major-seventh,"[27, 28, 32, 35]"
minor-seventh,"[21, 38, 40, 43, 47]"
major-seventh,"[27, 28, 32, 35]"
minor-seventh,"[21, 35, 38, 40, 43]"
major-seventh,"[23, 27, 28, 32]"
minor-seventh,"[30, 31, 35]"
dominant,"[32, 36, 38]"
major,"[28, 38, 41, 46, 49]"
major-seventh,"[28, 39, 40, 44, 47]"
augmented-seventh,"[28, 38, 44, 48]"
major-seventh,"[28, 35, 39, 40, 46]"
augmented-seventh,"[28, 44, 48, 52]"
minor-ninth,"[28, 38, 42, 43, 47]"
augmented-seventh,"[28, 38, 44, 48]"
minor-ninth,"[28, 43, 47, 50, 54]"
dominant,"[28, 38, 44, 47]"
minor-seventh,"[28, 47, 50, 52, 55]"
diminished,"[28, 49, 52, 55, 60]"
minor-11th,"[28, 50, 52, 55, 57]"
dominant,"[28, 44, 47, 50, 52]"
minor-seventh,"[28, 47, 50, 52, 55]"
diminished,"[28, 49, 52, 55, 60]"
minor-11th,"[28, 50, 52, 55, 57]"
dominant,"[28, 56, 59, 62, 64]"
major-seventh,"[28, 39, 40, 44, 47]"
augmented-seventh,"[28, 38, 44, 48]"
major-seventh,"[28, 35, 39, 40, 46]"
augmented-seventh,"[28, 32, 36, 40]"
minor-ninth,"[28, 38, 42, 43, 47]"
augmented-seventh,"[28, 50, 56, 60]"
minor-seventh,"[28, 43, 47, 54]"
dominant,"[28, 40, 44, 47]"
major-seventh,"[28, 51, 52, 56, 59]"
augmented-seventh,"[28, 52, 56, 60, 62]"
major-seventh,"[28, 39, 40, 44, 47]"
diminished,"[28, 46, 49, 52, 57]"
major-seventh,"[39, 40, 44, 47]"
dominant,"[26, 52, 55, 59, 62]"
minor-11th,"[21, 50, 52, 55, 57]"
dominant,"[28, 56, 59, 62, 64]"
augmented-seventh,"[38, 44, 48]"
major-ninth,"[28, 44, 47, 51, 54]"
major-seventh,"[27, 28, 35]"
dominant-ninth,"[28, 34, 38, 42, 46]"
half-diminished,"[28, 31, 38, 43, 46]"
dominant-ninth,"[28, 32, 38, 42, 44]"
minor-ninth,"[28, 31, 37, 42, 47]"
dominant,"[28, 38, 42, 44]"
minor-ninth,"[28, 31, 38, 42, 47]"
dominant-ninth,"[28, 39, 42, 44]"
major-seventh,"[28, 32, 39, 47]"
minor-seventh,"[28, 38, 43]"
minor-ninth,"[28, 38, 43, 47]"
dominant-ninth,"[28, 32, 38, 42, 49]"
major-seventh,"[28, 39, 44, 47]"
major-seventh,"[37, 40, 47, 51, 54]"
minor-ninth,"[28, 38, 42, 47]"
dominant-ninth,"[28, 32, 38, 42, 49]"
major-seventh,"[28, 39, 44, 47]"
minor-ninth,"[28, 38, 42, 49, 52]"
minor-seventh,"[40, 43, 50, 54, 57]"
dominant,"[28, 38, 44, 49]"
minor-seventh,"[28, 38, 43]"
dominant,"[28, 38, 42, 46]"
major-seventh,"[28, 39, 51, 56, 59]"
dominant,"[28, 32, 41, 44, 48]"
minor-seventh,"[28, 38, 47, 50, 55]"
dominant-13th,"[28, 32, 38, 44, 49]"
minor-ninth,"[28, 31, 37, 42, 47]"
dominant-ninth,"[28, 38, 42, 49, 52]"
minor-ninth,"[28, 31, 38, 42, 47]"
dominant,"[28, 38, 44, 49, 52]"
dominant-13th,"[28, 38, 44, 49, 52]"
minor-ninth,"[40, 43, 50, 54, 59]"
dominant-13th,"[28, 38, 44, 49, 54]"
major-seventh,"[27, 31, 38, 41, 46]"
suspended-fourth,"[16, 33, 35, 40]"
dominant,"[28, 41, 44, 47, 50]"
dominant,"[28, 35, 40, 44]"
dominant-ninth,"[28, 38, 42, 46]"
major-ninth,"[16, 32, 39, 42, 44]"
minor-seventh,"[28, 38, 43]"
minor-seventh,"[33, 38, 43, 47]"
dominant,"[38, 44, 48, 52]"
dominant,"[28, 41, 46, 50]"
dominant,"[28, 35, 40, 44]"
dominant-ninth,"[28, 38, 42, 46]"
major-ninth,"[28, 39, 42, 44]"
major,"[28, 35, 40, 44]"
dominant,"[28, 40, 44, 47]"
minor,"[28, 43, 47, 55]"
dominant,"[32, 38, 42, 46]"
minor-seventh,"[28, 35, 38, 43]"
major,"[39, 47, 52, 56]"
major,"[39, 47, 52, 56]"
major-seventh,"[28, 35, 39, 44]"
suspended-fourth,"[28, 35, 38, 42, 45]"
suspended-fourth,"[16, 38, 42]"
dominant-ninth,"[16, 38, 40]"
minor-seventh,"[28, 47, 50, 55]"
dominant,"[26, 32, 36, 40]"
major-ninth,"[28, 42, 47, 51, 54]"
minor-seventh,"[28, 62, 66, 69]"
minor-ninth,"[28, 38, 47, 50, 54]"
minor,"[26, 35, 43, 47, 52]"
major,"[32, 40, 47, 52, 56]"
major,"[18, 35, 40, 44, 47]"
minor-seventh,"[28, 55, 59, 62]"
suspended-fourth,"[28, 38, 40, 42]"
major-seventh,"[32, 54, 59, 63, 66]"
minor-sixth,"[25, 43, 47, 52]"
major-seventh,"[28, 51, 54, 59]"
minor-seventh,"[28, 47, 50, 55]"
dominant,"[26, 32, 36, 40]"
major-seventh,"[16, 47, 51, 54]"
suspended-fourth,"[28, 54, 57, 62]"
dominant,"[28, 54, 57, 62]"
major-seventh,"[16, 28, 51, 54, 56, 59]"
dominant-ninth,"[16, 28, 45, 50, 54]"
suspended-fourth,"[21, 33, 50, 54, 57, 61]"
diminished,"[16, 28, 49, 52, 58]"
minor-seventh,"[28, 38, 47, 50, 55]"
dominant-ninth,"[27, 28, 38, 42, 47]"
major-seventh,"[28, 39, 42, 44, 47]"
minor-seventh,"[23, 28, 31]"
minor-seventh,"[28, 35, 38, 40]"
dominant,"[28, 38, 42, 46]"
half-diminished,"[31, 46, 49, 52]"
dominant,"[16, 28, 38, 42, 44, 47]"
major-seventh,"[16, 28, 39, 40, 44, 47]"
major-seventh,"[28, 39, 42, 44, 47]"
minor-seventh,"[28, 38, 42, 45]"
minor-seventh,"[28, 38, 40, 43, 47]"
dominant-13th,"[28, 38, 44, 49, 54]"
major-seventh,"[16, 39, 42, 47]"
dominant-ninth,"[16, 38, 42, 46]"
minor-seventh,"[28, 38, 43, 47, 50]"
minor-seventh,"[28, 38, 44, 50]"
dominant-13th,"[28, 38, 42, 44, 49]"
minor-seventh,"[28, 35, 38, 40, 43]"
dominant,"[28, 38, 40, 42, 46]"
minor-seventh,"[23, 47, 50, 55]"
dominant,"[27, 28, 38, 44, 49, 54]"
dominant-ninth,"[16, 35, 38, 42]"
dominant,"[28, 35, 38, 38, 42]"
dominant-ninth,"[28, 38, 42]"
dominant-ninth,"[28, 38, 42]"
dominant-ninth,"[28, 38, 42]"
dominant-ninth,"[28, 38, 42]"
dominant-ninth,"[28, 35, 38, 38, 44]"
dominant,"[28, 38, 42, 44, 49]"
dominant-ninth,"[28, 35, 38, 42, 44]"
minor-seventh,"[28, 38, 43, 47]"
minor-seventh,"[28, 38, 43, 47]"
minor-seventh,"[28, 38, 43, 47]"
minor-seventh,"[28, 38, 43, 47]"
dominant-ninth,"[16, 35, 38, 40]"
dominant-ninth,"[28, 38, 42, 44, 48]"
suspended-fourth,"[28, 38, 42, 45, 47]"
dominant,"[28, 38, 44, 49, 52]"
suspended-fourth,"[28, 42, 45]"
major-seventh,"[28, 39, 44, 47, 51, 56]"
minor,"[31, 40, 59, 62]"
major-seventh,"[28, 51, 54]"
major,"[28, 35, 40, 56, 59]"
major,"[28, 35, 40, 56, 59]"
major,"[23, 47, 56]"
dominant,"[32, 38, 40]"
major-sixth,"[28, 32, 35, 37, 55, 56, 59]"
minor-seventh,"[31, 35, 38, 40, 58, 59, 62]"
dominant-ninth,"[31, 32, 35]"
major-sixth,"[23, 25, 28, 32, 43, 44]"
dominant-13th,"[32, 37, 38, 42, 59]"
major-seventh,"[28, 32, 35, 39, 56]"
major,"[23, 28, 35, 47, 52, 56]"
diminished,"[27, 32, 39, 56]"
minor-seventh,"[28, 40, 59]"
dominant-11th,"[16, 28, 51, 57]"
major,"[28, 32, 35, 40, 44, 56]"
diminished,"[28, 31, 34, 37, 43, 55]"
major,"[35, 40, 44, 47, 59]"
dominant,"[28, 32, 38, 40, 52]"
major,"[40, 44, 52]"
major,"[28, 32, 35, 40, 44, 56]"
diminished,"[28, 31, 34, 37, 43, 55]"
major,"[35, 40, 44, 47, 59]"
dominant,"[28, 32, 38, 40, 52]"
major,"[40, 44, 52]"
major,"[28, 32, 35, 40, 47, 59]"
diminished,"[28, 31, 34, 37, 45, 57]"
diminished,"[28, 31, 34, 37, 43, 55]"
major,"[35, 40, 44, 47, 59]"
dominant,"[33, 45, 55, 61, 66]"
dominant,"[28, 40, 50, 56, 61]"
major,"[28, 40, 44, 52]"
major,"[28, 32, 35, 40, 47, 59]"
diminished,"[28, 31, 34, 37, 45, 57]"
diminished,"[28, 31, 34, 37, 43, 55]"
major,"[35, 40, 44, 47, 59]"
dominant,"[33, 45, 55, 61, 66]"
dominant,"[28, 40, 50, 56, 61]"
major,"[28, 40, 44, 52]"
major,"[28, 32, 35, 40, 44, 56]"
diminished,"[28, 31, 34, 37, 45, 57]"
major,"[35, 40, 44, 49, 61]"
dominant,"[28, 40, 50, 62]"
dominant,"[35, 47, 56, 62, 66]"
dominant,"[28, 40, 50, 56, 59]"
major,"[28, 40, 44, 52]"
major,"[28, 32, 35, 40, 44, 56]"
diminished,"[28, 31, 34, 37, 45, 49, 57]"
major,"[25, 37, 47, 53, 56, 59]"
dominant,"[28, 40, 50, 56, 59, 62]"
dominant,"[28, 40, 50, 56, 59, 62]"
dominant,"[35, 47, 56, 62, 66]"
dominant,"[28, 40, 50, 56, 59]"
major,"[28, 40, 44, 52]"
major,"[28, 32, 35, 40, 44, 56]"
diminished,"[28, 31, 34, 37, 43, 55]"
major,"[35, 40, 44, 59]"
dominant,"[28, 32, 38, 40, 52]"
major,"[28, 32, 35, 40, 44, 56]"
diminished,"[28, 31, 34, 37, 43, 55]"
major,"[35, 40, 44, 59]"
dominant,"[28, 32, 38, 40, 52]"
major,"[28, 40, 68]"
major,"[23, 35, 59]"
dominant,"[23, 35, 52]"
major,"[28, 56, 59, 64]"
major,"[28, 40, 68]"
major,"[23, 35, 59]"
dominant,"[23, 35, 52]"
major,"[28, 56, 59, 64]"
minor-seventh,"[16, 40, 43, 47]"
dominant-13th,"[28, 38, 44, 49, 55]"
dominant-ninth,"[28, 38, 50, 54, 58]"
major-seventh,"[28, 44, 47]"
dominant,"[28, 38, 44, 48, 54]"
dominant,"[28, 38, 41, 44, 46]"
major-seventh,"[28, 47, 51, 56]"
dominant-13th,"[28, 38, 42, 44, 47]"
dominant-13th,"[16, 26, 32, 37, 40]"
minor-11th,"[28, 38, 42, 47]"
dominant,"[28, 38, 42, 44, 48]"
dominant-13th,"[28, 38, 43, 46]"
suspended-fourth,"[28, 38, 42, 47]"
dominant-13th,"[28, 38, 41, 49]"
major-seventh,"[16, 39, 40]"
dominant-ninth,"[28, 38, 42, 45]"
dominant,"[28, 38, 41, 44, 48]"
major-seventh,"[16, 23, 40]"
dominant-ninth,"[28, 38, 42]"
major,"[28, 39, 44, 44, 47]"
minor-seventh,"[28, 43, 45]"
dominant,"[28, 38, 42, 45, 50, 52, 52]"
dominant-13th,"[28, 44, 49, 52]"
minor-ninth,"[28, 38, 42, 45]"
dominant-13th,"[28, 38, 46]"
minor-seventh,"[28, 44, 49, 52]"
dominant,"[28, 38, 42, 47]"
minor-ninth,"[28, 42, 47, 52]"
dominant,"[28, 44, 47, 50, 55]"
minor-seventh,"[40, 50, 55, 59]"
dominant-13th,"[40, 50, 56, 61, 64]"
dominant-ninth,"[28, 38, 42, 44, 50]"
major-seventh,"[28, 44, 47]"
dominant-ninth,"[28, 47, 50, 54]"
suspended-fourth,"[28, 50, 52, 58]"
half-diminished,"[28, 38, 55]"
dominant,"[19, 36, 41, 45]"
minor-seventh,"[40, 50, 54, 59]"
dominant-13th,"[28, 38, 44, 49, 52]"
minor-11th,"[28, 38, 42, 47]"
dominant,"[32, 38, 43, 48, 52]"
dominant-13th,"[28, 38, 43, 46]"
suspended-fourth,"[28, 38, 42, 47]"
dominant-13th,"[28, 38, 41, 49]"
major-seventh,"[28, 44, 47, 52]"
dominant,"[28, 38, 54]"
major-seventh,"[40, 47, 51, 56]"
minor-seventh,"[40, 47, 50, 55]"
dominant,"[32, 41, 44, 50]"
minor-ninth,"[28, 50, 54, 57]"
dominant-13th,"[28, 44, 49, 52]"
minor-ninth,"[40, 50, 54, 57]"
dominant-13th,"[28, 38, 46]"
major-seventh,"[40, 47, 51, 56]"
minor-seventh,"[40, 47, 50, 55]"
dominant,"[28, 38, 44, 49, 54]"
major-seventh,"[28, 56, 59, 64]"
minor-seventh,"[28, 40, 43, 47, 50]"
dominant,"[21, 28, 28, 35, 37, 38, 40, 44, 45]"
minor-seventh,"[28, 38, 40, 43, 47]"
minor-seventh,"[28, 35, 38, 40, 43]"
minor-seventh,"[28, 28, 35, 40, 43, 43, 47, 50, 52]"
dominant,"[28, 35, 38, 40, 44]"
major,"[28, 28, 35, 40, 44, 44, 47, 52, 52]"
major,"[28, 32, 35, 47]"
minor-seventh,"[23, 26, 28, 31, 43]"
minor-seventh,"[28, 31, 35, 38, 55]"
dominant,"[35, 38, 40, 44, 59]"
major,"[28, 32, 35, 49]"
dominant,"[32, 35, 38, 40, 50]"
minor,"[28, 31, 35, 43]"
minor,"[17, 20, 24, 32]"
major,"[28, 32, 35, 47]"
diminished-seventh,"[28, 34, 37, 48]"
major,"[35, 40, 44, 56]"
dominant,"[28, 38, 44, 53]"
major,"[28, 32, 35, 47]"
minor-seventh,"[23, 26, 28, 31, 43]"
minor-seventh,"[28, 31, 35, 38, 55]"
dominant,"[35, 38, 40, 44, 56, 59, 61]"
major,"[28, 32, 35, 49]"
dominant,"[32, 35, 38, 40, 48, 50, 52]"
minor,"[28, 31, 35, 43]"
minor,"[17, 20, 24, 32]"
major,"[28, 32, 35, 47]"
diminished-seventh,"[28, 34, 37, 48]"
major,"[35, 40, 44, 56]"
dominant,"[28, 38, 44, 53]"
minor,"[28, 52, 55]"
dominant,"[26, 44, 47]"
major,"[28, 52, 56]"
major,"[20, 40, 44]"
diminished-seventh,"[28, 46, 49]"
dominant,"[20, 35, 38]"
major,"[28, 32, 35, 47]"
minor-seventh,"[23, 26, 28, 31, 43]"
minor-seventh,"[28, 31, 35, 38, 55]"
dominant,"[35, 38, 40, 44, 56, 59, 61]"
major,"[28, 32, 35, 49]"
dominant,"[32, 35, 38, 40, 50]"
minor,"[28, 31, 35, 43]"
minor,"[17, 20, 24, 32]"
major,"[28, 32, 35, 47]"
diminished-seventh,"[28, 34, 37, 48]"
major,"[35, 40, 44, 56]"
dominant,"[28, 38, 44, 53]"
half-diminished,"[34, 38, 40, 43, 50]"
dominant,"[28, 38, 44, 48, 52]"
half-diminished,"[34, 38, 40, 43, 50]"
dominant,"[16, 26, 32, 36, 40]"
half-diminished,"[34, 38, 38, 40, 43, 50]"
dominant,"[28, 38, 42, 48, 52]"
half-diminished,"[22, 26, 28, 31, 38]"
dominant,"[16, 26, 30, 35, 40]"
major,"[40, 44, 47]"
major-seventh,"[39, 44, 47]"
dominant,"[38, 44, 47]"
minor-seventh,"[34, 38, 40, 43]"
major,"[40, 44, 47]"
major-seventh,"[39, 44, 47]"
dominant,"[38, 44, 47]"
minor-seventh,"[36, 42, 45]"
major,"[31, 32, 55, 56, 59]"
minor-seventh,"[27, 28, 51, 52, 55]"
major,"[28, 44, 47]"
dominant,"[28, 54, 57]"
major,"[29, 58, 59]"
diminished-seventh,"[28, 57, 58]"
minor,"[28, 55, 57]"
dominant,"[28, 49, 50]"
major,"[29, 58, 59]"
diminished-seventh,"[28, 57, 58]"
diminished-seventh,"[16, 49, 55]"
major,"[32, 35, 40]"
dominant,"[32, 35, 40]"
major,"[35, 40, 44]"
diminished-seventh,"[28, 49, 52, 55]"
major,"[35, 52, 56, 59]"
major,"[28, 56, 59, 62]"
diminished-seventh,"[28, 55, 58, 61]"
dominant,"[35, 38, 42]"
minor,"[28, 56, 57]"
diminished-seventh,"[28, 55, 56]"
dominant,"[28, 62, 66]"
dominant,"[27, 55, 58]"
minor,"[28, 55, 57]"
minor,"[31, 35, 55, 58, 59]"
dominant,"[28, 56, 60]"
major,"[28, 32, 54]"
major,"[29, 59, 62, 64]"
diminished-seventh,"[28, 58, 61, 63]"
major,"[16, 47, 52]"
major,"[23, 56, 59]"
minor,"[16, 52, 55]"
dominant,"[32, 59, 62]"
major,"[28, 52, 56]"
diminished-seventh,"[28, 52, 55]"
dominant,"[35, 56, 59, 62]"
major,"[28, 52, 56]"
diminished-seventh,"[28, 52, 55]"
major,"[35, 52, 56, 59]"
dominant,"[23, 62, 66]"
major,"[16, 44, 47]"
minor-seventh,"[23, 50, 53]"
minor-seventh,"[16, 43, 47]"
major,"[16, 44, 47]"
diminished-seventh,"[16, 45, 49]"
major,"[23, 52, 56]"
minor,"[28, 62, 64]"
dominant,"[28, 52, 54]"
dominant,"[28, 57, 61]"
major,"[28, 52, 56]"
minor-seventh,"[23, 47, 50]"
minor,"[28, 52, 55]"
dominant,"[35, 59, 62]"
major,"[28, 52, 56]"
diminished-seventh,"[28, 52, 55]"
major,"[28, 64, 68]"
diminished-seventh,"[28, 64, 67]"
major,"[35, 68, 71]"
dominant,"[28, 59, 62, 64]"
minor-seventh,"[28, 64, 67]"
dominant,"[28, 56, 59]"
major,"[28, 52, 56]"
major,"[28, 32, 35, 52, 56]"
minor-seventh,"[23, 26, 28, 31, 48, 52]"
minor-seventh,"[28, 31, 35, 38, 52, 55]"
dominant,"[35, 38, 40, 44, 54, 57]"
major,"[28, 32, 35, 56]"
major,"[28, 32, 35, 56]"
major,"[23, 26, 28, 32, 44, 47]"
minor-seventh,"[16, 23, 28, 35, 38, 40, 43]"
major,"[28, 32, 35, 44, 47]"
major,"[28, 32, 35, 44, 48]"
major,"[28, 32, 35, 44, 49]"
major,"[28, 32, 35, 44, 50]"
major,"[16, 20, 22, 32, 35, 39]"
major,"[28, 32, 35, 52, 56]"
minor-seventh,"[23, 26, 28, 31, 48, 52]"
minor-seventh,"[28, 31, 35, 38, 52, 55]"
dominant,"[35, 38, 40, 44, 54, 57]"
major,"[28, 32, 35, 56]"
major,"[28, 32, 35, 56]"
minor-seventh,"[16, 23, 28, 35, 38, 40, 43]"
major,"[28, 32, 35, 44, 47]"
major,"[28, 32, 35, 44, 48]"
major,"[28, 32, 35, 44, 49]"
major,"[28, 32, 35, 44, 50]"
major,"[16, 20, 22, 32, 35, 39]"
minor,"[28, 52, 55]"
dominant,"[26, 44, 47]"
major,"[28, 52, 56]"
major,"[20, 40, 44]"
diminished-seventh,"[28, 46, 49]"
dominant,"[20, 35, 38]"
major,"[28, 32, 35, 47]"
minor-seventh,"[23, 26, 28, 31, 43]"
minor-seventh,"[28, 31, 35, 38, 55]"
dominant,"[35, 38, 40, 44, 56, 59, 61]"
major,"[28, 32, 35, 49]"
dominant,"[32, 35, 38, 40, 48, 50, 52]"
minor,"[28, 31, 35, 43]"
minor,"[17, 20, 24, 32]"
major,"[28, 32, 35, 47]"
diminished-seventh,"[28, 34, 37, 48]"
major,"[35, 40, 44, 56]"
dominant,"[28, 38, 44, 53]"
half-diminished,"[34, 38, 40, 43, 50]"
dominant,"[28, 38, 44, 48, 52]"
half-diminished,"[34, 38, 40, 43, 50]"
dominant,"[16, 26, 32, 36, 40]"
major,"[28, 28, 28, 28, 28, 40, 40, 40, 40, 40, 47, 47, 47, 47, 47, 56, 56, 56, 56, 56]"
minor-seventh,"[28, 28, 28, 28, 47, 47, 47, 47, 50, 50, 50, 50, 55, 55, 55, 55]"
minor-seventh,"[28, 28, 28, 28, 28, 40, 40, 40, 40, 40, 43, 43, 43, 43, 43, 50, 50, 50, 50, 50]"
dominant,"[28, 28, 28, 28, 47, 47, 47, 47, 50, 50, 50, 50, 56, 56, 56, 56]"
major,"[28, 28, 28, 28, 28, 40, 40, 40, 40, 40, 44, 44, 44, 44, 44, 52, 52, 52, 52, 52]"
minor-seventh,"[33, 34, 38, 40, 41, 43, 44, 48, 50, 51, 52, 53, 53, 55, 56, 59, 60, 60, 61, 62]"
dominant,"[28, 29, 33, 34, 37, 38, 45, 46, 47, 48, 50, 51, 55, 56, 56, 57]"
major,"[33, 34, 40, 41, 45, 46, 52, 52, 53, 53, 56, 57, 61, 62, 64, 65]"
major,"[28, 29, 33, 33, 34, 40, 41, 44, 45, 45, 49, 50, 52, 52, 53, 57, 58, 59, 60, 61]"
major,"[33, 34, 40, 40, 41, 45, 46, 47, 48, 52, 52, 53, 55, 56, 57, 61, 62, 62, 64, 65]"
major,"[28, 28, 28, 28, 28, 40, 40, 40, 40, 40, 47, 47, 47, 47, 47, 56, 56, 56, 56, 56]"
minor-seventh,"[28, 28, 28, 28, 47, 47, 47, 47, 50, 50, 50, 50, 55, 55, 55, 55]"
minor-seventh,"[28, 28, 28, 28, 28, 40, 40, 40, 40, 40, 43, 43, 43, 43, 43, 50, 50, 50, 50, 50]"
dominant,"[28, 28, 28, 28, 47, 47, 47, 47, 50, 50, 50, 50, 56, 56, 56, 56]"
major,"[28, 28, 28, 28, 28, 40, 40, 40, 40, 40, 44, 44, 44, 44, 44, 52, 52, 52, 52, 52]"
minor-seventh,"[32, 33, 37, 39, 40, 42, 43, 47, 49, 50, 51, 52, 52, 54, 55, 58, 59, 59, 60, 61]"
dominant,"[27, 28, 32, 33, 36, 37, 44, 45, 46, 47, 49, 50, 54, 55, 55, 56]"
major,"[32, 33, 39, 40, 44, 45, 51, 51, 52, 52, 55, 56, 60, 61, 63, 64]"
major,"[27, 28, 32, 32, 33, 39, 40, 43, 44, 44, 48, 49, 51, 51, 52, 56, 57, 58, 59, 60]"
major,"[32, 33, 39, 39, 40, 44, 45, 46, 47, 51, 51, 52, 54, 55, 56, 60, 61, 61, 63, 64]"
major,"[28, 28, 28, 28, 28, 40, 40, 40, 40, 40, 47, 47, 47, 47, 47, 56, 56, 56, 56, 56]"
minor-seventh,"[28, 28, 28, 28, 47, 47, 47, 47, 50, 50, 50, 50, 55, 55, 55, 55]"
minor-seventh,"[28, 28, 28, 28, 28, 40, 40, 40, 40, 40, 43, 43, 43, 43, 43, 50, 50, 50, 50, 50]"
dominant,"[28, 28, 28, 28, 47, 47, 47, 47, 50, 50, 50, 50, 56, 56, 56, 56]"
major,"[28, 28, 28, 28, 28, 40, 40, 40, 40, 40, 44, 44, 44, 44, 44, 52, 52, 52, 52, 52]"
minor-seventh,"[28, 29, 33, 35, 36, 38, 39, 43, 45, 46, 47, 48, 48, 50, 51, 54, 55, 55, 56, 57]"
dominant,"[35, 36, 40, 41, 44, 45, 52, 53, 54, 55, 57, 58, 62, 63, 63, 64]"
major,"[28, 29, 35, 36, 40, 41, 47, 47, 48, 48, 51, 52, 56, 57, 59, 60]"
major,"[35, 36, 40, 40, 41, 47, 48, 51, 52, 52, 56, 57, 59, 59, 60, 64, 65, 66, 67, 68]"
major,"[28, 29, 35, 35, 36, 40, 41, 42, 43, 47, 47, 48, 50, 51, 52, 56, 57, 57, 59, 60]"
major,"[28, 28, 28, 28, 28, 40, 40, 40, 40, 40, 47, 47, 47, 47, 47, 56, 56, 56, 56, 56]"
minor-seventh,"[28, 28, 28, 28, 47, 47, 47, 47, 50, 50, 50, 50, 55, 55, 55, 55]"
minor-seventh,"[28, 28, 28, 28, 28, 40, 40, 40, 40, 40, 43, 43, 43, 43, 43, 50, 50, 50, 50, 50]"
dominant,"[28, 28, 28, 28, 47, 47, 47, 47, 50, 50, 50, 50, 56, 56, 56, 56]"
major,"[28, 28, 28, 28, 28, 40, 40, 40, 40, 40, 44, 44, 44, 44, 44, 52, 52, 52, 52, 52]"
minor-seventh,"[27, 28, 32, 34, 35, 37, 38, 42, 44, 45, 46, 47, 47, 49, 50, 53, 54, 54, 55, 56]"
dominant,"[34, 35, 39, 40, 43, 44, 51, 52, 53, 54, 56, 57, 61, 62, 62, 63]"
major,"[27, 28, 34, 35, 39, 40, 46, 46, 47, 47, 50, 51, 55, 56, 58, 59]"
major,"[34, 35, 39, 39, 40, 46, 47, 50, 51, 51, 55, 56, 58, 58, 59, 63, 64, 65, 66, 67]"
major,"[27, 28, 34, 34, 35, 39, 40, 41, 42, 46, 46, 47, 49, 50, 51, 55, 56, 56, 58, 59]"
major,"[28, 28, 28, 28, 28, 40, 40, 40, 40, 40, 47, 47, 47, 47, 47, 56, 56, 56, 56, 56]"
minor-seventh,"[28, 47, 50, 55]"
minor-seventh,"[28, 28, 28, 28, 28, 40, 40, 40, 40, 40, 43, 43, 43, 43, 43, 50, 50, 50, 50, 50]"
dominant,"[28, 47, 50, 56]"
major,"[28, 28, 28, 28, 28, 40, 40, 40, 40, 40, 44, 44, 44, 44, 44, 52, 52, 52, 52, 52]"
minor-seventh,"[35, 36, 40, 42, 43, 45, 46, 50, 52, 53, 54, 55, 55, 57, 58, 61, 62, 62, 63, 64]"
dominant,"[28, 44, 50, 59]"
