label,notes
dominant,0000000000000000000000000000000100000100000100010001000000000000000000000000000000000000
minor-seventh,0000000000000000000000000000001000000001000001000100001000000000000000000000000000000000
dominant,0000000000000000000000000100000100001000100100001000100000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000000100000000100000010010000000000000000000000000000000
dominant,0000000000000000000000000001000100000100010001001000000000000000000000000000000000000000
dominant,0000000000000000000000000000000000000100010001001000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000100100001010000000000000000000000000000000000000000000
dominant,0000000000000001000000000001000000000000010001101000000000000000000000000000000000000000
suspended-fourth,0000000000000000000000000001000010000100000000000100010000001000000000000000000000000000
dominant,0000000000000000000000000001000000000100010100001000000000000000000000000000000000000000
major-seventh,0000000000000000000000000001000000000000000100001000010000000000000000000000000000000000
dominant,0000000000000000000000000001000000000000000000000100010001001000000000000000000000000000
major-seventh,0000000000000001000000000001000000000000000000000000000100100000010000000000000000000000
major-seventh,0000000000000000000000000001000000100010000000100010010100100000000000000000000000000000
major,0000000000000000000000000001000000000010000000100000000100000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000000100001000100000000000000000000000000000000000000000
major,0000000000000000000000000001000000000010000100100000000000000000000000000000000000000000
diminished-seventh,0000000000000000000000000001000001001000001001000000000000000000000000000000000000000000
dominant,0000000000000000000000100100010010000100000000000000000000000000000000000000000000000000
dominant,0000000000000000000000000101000100000000000000100000000000000000000000000000000000000000
dominant,0000000000000000000000100000010010000000000000100100000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001001000000100000000000000010010000000000000000000000000000000
major,0000000000000000000000000001000000000010000000100000000100000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000000100001000100000000000000000000000000000000000000000
major,0000000000000000000000000001000000000010000100100000000000000000000000000000000000000000
diminished-seventh,0000000000000000000000000001000001001000001001000000000000000000000000000000000000000000
dominant,0000000000000000000000100100010010000100000000000000000000000000000000000000000000000000
dominant,0000000000000000000000000101000100000000000000100000000000000000000000000000000000000000
dominant,0000000000000000000000000000000000100010000001000000010000100000000000000000000000000000
minor-seventh,0000000000000000000000000001001000000100000000100001000000000000000000000000000000000000
dominant,0000000000000000000000000000000100000101000000000000000100100000000000000000000000000000
major,0000000000000000000000000001000000000010000000100000000100000000000000000000000000000000
dominant,0000000000000000000000000001000000000100000000100100000000000000000000000000000000000000
minor-seventh,0000000000000000000000000101001000000001001000000000000000000000000000000000000000000000
half-diminished,0000000000000000000000000010001000000100000001000000001000000000000000000000000000000000
dominant,0000000000000000000000100100000010000000010000000100000000000000000000000000000000000000
dominant,0000000000000000000000000001000100000100000000100001000000000000000000000000000000000000
major,0000000000000000000000000001000000000010000000100000000100000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000000100001000100000000000000000000000000000000000000000
major,0000000000000000000000000001000000000010000100100000000000000000000000000000000000000000
diminished-seventh,0000000000000000000000000001000001001000001001000000000000000000000000000000000000000000
dominant,0000000000000000000000100100010010000100000000000000000000000000000000000000000000000000
dominant,0000000000000000000000000101000100000000000000100000000000000000000000000000000000000000
half-diminished,0000000000000000000000000000000000010001000000100000000000000001001000000000000000000000
minor-seventh,0000000000000000000000000001000000000100000000000000001000100000000000000000000000000000
dominant,0000000000000000000000000001000000000100000100000000000000000000000000000000000000000000
major,0000000000000000000000000001000100000010000000100001000000000000000000000000000000000000
minor-seventh,0000000000000001000000000000000000000000010000000000000010000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000100000000000000000000000000000000010000000000000000000
dominant,0000000000000000000000000000010000100000000000000000000010000000000000000000000000000000
minor-seventh,0000000000000000000000000000001000100100010000000000001000000000000000000000000000000000
minor-seventh,0000000000000000001000100100010000000000000000100000000000000000000000000000000000000000
dominant,0000000000000000000000000000010000100000000000000000000000000000000000000001000000000000
dominant,0000000000000000000000000000010000100000000000000000000000000000000000001000000000000000
major-minor,0000000000000000000000000000000000000010011000100000000000000000000000000000000000000000
dominant,0000000000000000000000000000000100000100001000000000000000000000000000000000000000000000
major-minor,0000000000000000000000000000000000000010011000100000000000000000000000000000000000000000
dominant,0000000000000000000000000000000100000100001000000000000000000000000000000000000000000000
minor-sixth,0000000000000000000000000000000000001000011000100000000000100000000000000000000000000000
minor-sixth,0000000000000000000000000000000000001000001000100001000000000000000000000000000000000000
major,0000000000000000000000000000000100010001000000000000000000000000000000000000000000000000
major-minor,0000000000000000000000000000001000100001000000000001000000000000000000000000000000000000
diminished,0000000000000000000000000001001001001000000000001000000000000000000000000000000000000000
major,0000000000000000000000000100000100100000000000100000000000000000000000000000000000000000
minor-sixth,0000000000000000000000000000000000001000001000100000000000100000000000000000000000000000
minor-sixth,0000000000000000000000000000000000001000001000100001000000000000000000000000000000000000
major,0000000000000000000000000000000100010001000000000000000000000000000000000000000000000000
major-seventh,0000000000000000000000000001000100100010000000100000000000000000000000000000000000000000
major-seventh,0000000000000000000000100011000100000000000100000000000000000000000000000000000000000000
minor-ninth,0000000000000000000000000000001000100100010000000000010000000000000000000000000000000000
major,0000000000000000000000000100000100010000000000010000000000000000000000000000000000000000
minor-sixth,0000000000000000000000000000001000110000010000000001000000000000000000000000000000000000
major,0000000000000000000000000000000100100001000000000000000100000000000000000000000000000000
dominant,0000000000000000000000000001000000100100000000000001000000000000000000000000000000000000
major,0000000000000000000000000000000100100001000000000000000000001000000000000000000000000000
diminished-seventh,0000000000000000000000000010001001000000000000010000000000000000000000000000000000000000
major,0000000000000000000000000000000100100001000000000000000100000000000000000000000000000000
minor,0000000000000000000000000000000000100001001000000000000000000000010000000000000000000000
minor-seventh,0000000000000000000000000001001000100100000000000000001000000000000000000000000000000000
dominant,0000000000000000000000100101000100000000000000001000000000000000000000000000000000000000
dominant,0000000000000000000000000000000000100100010000000000000000000100000000000000000000000000
minor-seventh,0000000000000000000000000001001000100100000000000000000000100000000000000000000000000000
dominant,0000000000000000000000000101000100000000000000010000000000000000000000000000000000000000
major,0000000000000000000000000000000100100001000000000000000100000000000000000000000000000000
dominant,0000000000000000000000000001000000100100000000000001000000000000000000000000000000000000
major,0000000000000000000000000000000100100001000000000000000000001000000000000000000000000000
diminished-seventh,0000000000000000000000000010001001000000000000010000000000000000000000000000000000000000
major,0000000000000000000000000000000100100001000000000000000100000000000000000000000000000000
minor,0000000000000000000000000000000000100001001000000000000000000000010000000000000000000000
minor-seventh,0000000000000000000000000001001000100100000000000000001000000000000000000000000000000000
dominant,0000000000000000000000100101000100000000000000001000000000000000000000000000000000000000
minor,0000000000000000000000000010010000100000000000100000000000000000000000000000000000000000
dominant,0000000000000000000000000001001000010000000000000000000000000000000000000000000000000000
minor,0000000000000000000000000000000000100001001000000001000000000000000000000000000000000000
diminished,0000000000000000000000000001001001000000000001000000000000000000000000000000000000000000
major,0000000000000000000000000001000100100000000000100000000000000000000000000000000000000000
minor,0000000000000000000000000000000000100001001000000001000000000000000000000000000000000000
major,0000000000000000000000000001000100100000000000001000000000000000000000000000000000000000
major,0000000000000000000000000000000100100001000000000000000000100000000000000000000000000000
major,0000000000000000000000000000000100100001000000000000000100000000000000000000000000000000
minor,0000000000000000000000000000000000100001001000000001000000000000000000000000000000000000
major,0000000000000000000000000001000100100000000000001000000000000000000000000000000000000000
minor,0000000000000000000000000000000000100001001000000000000000000100000000000000000000000000
minor,0000000000000000000000000001001000100000000000000000001000000000000000000000000000000000
dominant,0000000000000000000000000000000000100101000100000000000000000100000000000000000000000000
minor-seventh,0000000000000000000000000001001000100100000000000000010000000000000000000000000000000000
major,0000000000000000000000000000000100100001000000000000000100000000000000000000000000000000
dominant,0000000000000000000000000001000000100100000000000001000000000000000000000000000000000000
major,0000000000000000000000000000000100100001000000000000000000001000000000000000000000000000
diminished-seventh,0000000000000000000000000010001001000000000000010000000000000000000000000000000000000000
major,0000000000000000000000000000000100100001000000000000000100000000000000000000000000000000
minor,0000000000000000000000000000000000100001001000000000000000000000010000000000000000000000
minor-seventh,0000000000000000000000000001001000100100000000000000001000000000000000000000000000000000
dominant,0000000000000000000000100101000100000000000000001000000000000000000000000000000000000000
minor-sixth,0000000000000000000000000010000100100000000000100000000000000000000000000000000000000000
major,0000000000000000000000000000000100100001000000000001000000000000000000000000000000000000
dominant,0000000000000000100000000001000010010000000000000000000000000000000000000000000000000000
dominant-ninth,0000000000000000000000000001001000100100010000000000000000000000000000000000000000000000
dominant,0000000000000000000000000001000000000100100100001000000000000000000000000000000000000000
dominant,0000000000000000100000000001000010010000000000000000000000000000000000000000000000000000
dominant-ninth,0000000000000000000000000001001000000100010000000000000000000000000000000000000000000000
minor-sixth,0000000000000000000000010100010000100000000000000000000000000000000000000000000000000000
dominant,0000000000000000000000000000000100001000000001000000000000000000000000000000000000000000
dominant-13th,0000000000000000000000000001000001000010000001000000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000000010000000000000000001001010010000000000000000000000000000000
minor-seventh,0000000000000000010000000000000000001000010010000000000000000000000000000000000000000000
dominant-ninth,0000000000000001000000000000000000000100010000100000000000000000000000000000000000000000
major-seventh,0000000000000000000000000001000000000010000000100010000100000000000000000000000000000000
diminished,0000000000000000000000000001000000000100000000000001001001000000000000000000000000000000
minor-seventh,0000000000000001000000000100000000100101001000000000000000000000000000000000000000000000
dominant,0000000000000000000000000001000000000100100100100000000000000000000000000000000000000000
major,0000000000000000000000000001000000000010000000100010000100000000000000000000000000000000
diminished,0000000000000000000000000001000000000100000000000001001001000000000000000000000000000000
dominant-ninth,0000000000000000000000000001000000000000010000000100000000000000000000000000000000000000
dominant,0000000000000001000000000100000000100101001000000000000000000000000000000000000000000000
dominant,0000000000000000000000000001000000000100100100100000000000000000000000000000000000000000
half-diminished,0000000000000000000000000001000000000100000001000101001000000000000000000000000000000000
dominant,0000000000000000000000000001000100100100000100100100100000000000000000000000000000000000
dominant-ninth,0000000000000000000000000001000000000100000000000000010001000100000000000000000000000000
minor-ninth,0000000000000000000000000001000000000100000000100100001000000000000000000000000000000000
dominant-ninth,0000000000000000000000000001001000000100010010000000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000010000100001000100000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000010000100001000100000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000000000010000001000010000100001000100000000000000000000000000000
minor-seventh,0000000000000000000000000001000010000100001000100000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000010000100001000100000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000010000100001000100000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000000000010000001000010000100001000100000000000000000000000000000
minor-seventh,0000000000000000000000000001000010000100001000100000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000010000100001000100000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000010000001001000100000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000000000010000001000010000100001000100000000000000000000000000000
minor-seventh,0000000000000000000000000001000010000001001000100000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000010000100001000100000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000010000001001000100000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000000000010000001000010000100001000100000000000000000000000000000
minor-seventh,0000000000000000000000000001000010000001001000100000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000010000100001000100000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000010000100000000000000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000000000010000001000010000100001000100000000000000000000000000000
minor-seventh,0000000000000000000000000001000010000100001000100000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000010000100001000100000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000010000100001000100000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000000000010000001000010000100001000100000000000000000000000000000
minor-seventh,0000000000000000000000000001010000000100001000100000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000000000000000100001000100000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000000000000000100001000100000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000000000000000100001000100000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000000000000000100001000100000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000000000000000100001000100000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000000000000000100001000100000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000000000010000000000000000100001000100000000000000000000000000000
minor-seventh,0000000000000000000000000000000000000100001000100000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000000000000000100001000100000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000000000000000001001000100000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000000000000000100001000100000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000000000000000001001000100000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000000000000000100001000100000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000000000000000001001000100000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000000000010000000000000000100001000100000000000000000000000000000
minor-seventh,0000000000000000000000000000000000000001001000100000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000000000000000100001000100000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000000000000000100001000100000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000000000000000100001000100000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000000000000000100001000100000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000000000000000100001000100000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000000000000000100001000100000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000000000010000000000000000100001000100000000000000000000000000000
minor-seventh,0000000000000000000000000000000000000100001000100000000000000000000000000000000000000000
major-seventh,0000000000000000000000000000000000100011000100000000000000010000000000000000000000000000
dominant,0000000000000000000000000000000001000101000100000000000000100000000000000000000000000000
minor-seventh,0000000000000000000000000001001000100100000000000000001000000000000000000000000000000000
major-seventh,0000000000000000000000000001000100100010000000000000000000000010000000000000000000000000
major-ninth,0000000000000001000000000000000000000010010100000000000000000000000000000000000000000000
suspended-fourth,0000000000000001000000100000000000000000010010001000000000000000000000000000000000000000
major-ninth,0000000000000001000000000000000000000010010100000000000000000000000000000000000000000000
dominant-ninth,0000000000000000000000000001000000000100000100001001000000000000000000000000000000000000
dominant-ninth,0000000000000000000000000001000000000000010100001000000000000000000000000000000000000000
suspended-fourth,0000000000000000000000000001000000000000000000000000010010001000000000000000000000000000
dominant-ninth,0000000000000000000000000001000000000000010100100000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000100100001000000000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000100100001000000000000000000000000000000000000000000000
minor-11th,0000000000000000000000000001000000100100000010000000000000000000000000000000000000000000
dominant,0000000000000000000000000001000000000100100001000000000000000000000000000000000000000000
minor-11th,0000000000000000000000000001001000000100010010000000000000000000000000000000000000000000
dominant,0000000000000000000000000001000000000100010001000000000000000000000000000000000000000000
dominant-ninth,0000000000000000000000000001000000000100010001000000000000000000000000000000000000000000
major-ninth,0000000000000000000000000001000000000010010000000000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000100100001000000000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001001001000100000010000000000000000000000000000000000000000000
dominant,0000000000000000000000000001000000000100100100000100000000000000000000000000000000000000
minor-ninth,0000000000000000000000000001001000100100010000000000000000000000000000000000000000000000
dominant,0000000000000000000000000001000000000100010101000000000000000000000000000000000000000000
dominant,0000000000000000000000000000010100100000000000000000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000000000000000100100001000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000000100000001000100000010000000000000000000000000000000
dominant,0000000000000000000000000001000000000100010001000000000000000000000000000000000000000000
minor-11th,0000000000000000000000000001001001000100000010000000000000000000000000000000000000000000
dominant,0000000000000000000000000001000000000100100000000000000000000000000000000000000000000000
minor-11th,0000000000000000000000000001001001000100000010000000000000000000000000000000000000000000
dominant,0000000000000000000000000001000000000100100101000000000000000000000000000000000000000000
minor-11th,0000000000000000000000000001001000000100010010000000000000000000000000000000000000000000
dominant,0000000000000000000000000001000000000100100101000000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000100100010000000000000000000000000000000000000000000000
dominant,0000000000000000000000000001000000000100010001000000000000000000000000000000000000000000
major-seventh,0000000000000000000000000001000000100010010000000000000000000000000000000000000000000000
major-seventh,0000000000000000000000000001000000000000000000100010000100000000000000000000000000000000
major-seventh,0000000000000000000000000001000000000000000100000010000100000000000000000000000000000000
major-seventh,0000000000000000000000000001000000000000000100100010000000000000000000000000000000000000
major,0000000000000000000000000001000000000010000100001000010001000000000000000000000000000000
dominant,0000000000000000000000000001000000000100000100010001001000000000000000000000000000000000
minor-ninth,0000000000000000000000000001001000000100010000100000000000000000000000000000000000000000
minor-11th,0000000000000000000000000001001000000100010010000000000000000000000000000000000000000000
dominant,0000000000000000000000000001000000000000000100000100100000001000000000000000000000000000
major,0000000000000000000000000001000100001000010001000000000000000000000000000000000000000000
dominant,0000000000000000000000000001000000000100000100010001001000000000000000000000000000000000
minor-11th,0000000000000000000000000001001000001001000010000000000000000000000000000000000000000000
dominant,0000000000000000000000000001000100000100001000010000000000000000000000000000000000000000
minor-ninth,0000000000000001000000000000000000000000001000100100010000000000000000000000000000000000
minor-seventh,0000000000000001000000000000000000000000000000100100001000000000000000000000000000000000
major,0000000000000001000000000000000000000000000100001000010001000000000000000000000000000000
dominant,0000000000000001000000000000000000000000000100010001001000000000000000000000000000000000
dominant-ninth,0000000000000000100000000000000000000010001100010000000000000000000000000000000000000000
dominant,0000000000000000000000000100100100001000000000000100000000000000000000000000000000000000
minor-ninth,0000000000000000000000000010011000100000000010000000000000000000000000000000000000000000
major,0000000000000001000000000000000000000000000000000000000001000000010001000000000000000000
dominant,0000000000000001000000000000000000000000000000000000001000000001001000000000000000000000
minor-ninth,0000000000000001000000000000000000000000000000100000001000100000000000000000000000000000
dominant-ninth,0000000000000000000000000001000100000100010001000000000000000000000000000000000000000000
minor-11th,0000000000000000000000000001001000000100010010000000000000000000000000000000000000000000
dominant,0000000000000000000000000001000000000100000000000100100100001000000000000000000000000000
major,0000000000000001000000000000000000001000010001000000000000000000000000000000000000000000
dominant,0000000000000001000000000000000000000000000100000100001000000000000000000000000000000000
minor-11th,0000000000000001000000000000000000001001010010000000000000000000000000000000000000000000
dominant,0000000000000001000000000000000000000100100100010000000000000000000000000000000000000000
minor-ninth,0000000000000001000000000000000000000000001000100100010000000000000000000000000000000000
minor-seventh,0000000000000001000000000000000000000000000000100101001000000000000000000000000000000000
major,0000000000000000000100000010000000000000000000001010010001000000000000000000000000000000
dominant,0000000000000001000000000000000000000000000100010100001000000000000000000000000000000000
minor-sixth,0000000000000001000000100000001000001000010000100000000000000000000000000000000000000000
minor,0000000000000000000000000001000101000000000000000000000000000000000000000000000000000000
major-seventh,0000000000000000000000000001000100100010000000000000000000000000000000000000000000000000
major,0000000000000000000000000001000100001000000000000000000000000000000000000000000000000000
major-seventh,0000000000000000000000000001000100100010000000000000000000000000000000000000000000000000
minor,0000000000000000000000001000100001000000000000000000000000000000000000000000000000000000
major-seventh,0000000000000000000000000001000100100010000000000000000000000000000000000000000000000000
major,0000000000000000000000000001000100001000000000000000000000000000000000000000000000000000
major-seventh,0000000000000000000000000001000100100010000000000000000000000000000000000000000000000000
minor,0000000000000000000000001000100001000000000000000000000000000000000000000000000000000000
minor,0000000000000000000000000000001000100001000000000000000010000000000000000000000000000000
major,0000000000000000000000000001000100100000000000001001000000000000000000000000000000000000
major-seventh,0000000000000000000000000001000100100010000000001000000000000000000000000000000000000000
minor,0000000000000000000000000000001000100001000000000000000010000000000000000000000000000000
minor,0000000000000000000000001000100001000000000000000010000000000000000000000000000000000000
minor,0000000000000000000000000000001000100001000000000000000010000000000000000000000000000000
major,0000000000000000000000000001000100100000000000000000010000000000000000000000000000000000
major-seventh,0000000000000000000000000001000100100010000000000000000110000000000000000000000000000000
minor,0000000000000000000000000000001000100001000000000001000000000000000000000000000000000000
major,0000000000000000000000000001000100100000000001000000000000000000000000000000000000000000
minor,0000000000000000000000001000100001000000000001000000000000000000000000000000000000000000
minor,0000000000000000000000000000001000100001000000000000000010000000000000000000000000000000
major,0000000000000000000000000001000100100000000000001001000000000000000000000000000000000000
major-seventh,0000000000000000000000000001000100100010000000001000000000000000000000000000000000000000
minor,0000000000000000000000000000001000100001000000000000000010000000000000000000000000000000
minor,0000000000000000000000001000100001000000000000000010000000000000000000000000000000000000
minor,0000000000000000000000000000001000100001000000000000000010000000000000000000000000000000
major,0000000000000000000000000001000100100000000000000000010000000000000000000000000000000000
major-seventh,0000000000000000000000000001000100100010000000000011000000000000000000000000000000000000
major,0000000000000000000000000001000100000000000000100000000000000000000000000000000000000000
major,0000000000000000000000000100000100000000000000000001000000000000000000000000000000000000
major,0000000000000000000000100000000100000000000000000101000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001001000100100000000000000001000000000000000000000000000000000
major-seventh,0000000000000000000000000001000100100010000000000010000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001001000100100000000000000001010000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000100100000000000000000000000001010000000000000000000000
minor-seventh,0000000000000000000000000001001000100100000000000000001000000000000000000000000000000000
major,0000000000000000000000000001000100000000000000000000000000000001000000000000000000000000
major,0000000000000000000000100000000100000000000000000000000000100000000000000000000000000000
minor-seventh,0000000000000000000000000001000000100100000000000000000000000001010000000000000000000000
minor-seventh,0000000000000000000000000001001000100100000000000000001000000000000000000000000000000000
major-seventh,0000000000000000000000000001000100100010000000000010000000000000000000000000000000000000
half-diminished,0000000000000000000000000000000001000101001000000001001000000000000000000000000000000000
major,0000000000000000000000000001000101000000000001000000000000000000000000000000000000000000
minor,0000000000000000000000000001000101000000000001000000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001001000100100000000000000001000000000000000000000000000000000
major-seventh,0000000000000000000000000001000100100010000000000010000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001001000100100000000000000001010000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000100100000000000000000000000001010000000000000000000000
minor-seventh,0000000000000000000000000001001000100100000000000000001000000000000000000000000000000000
major,0000000000000000000000000001000100000000000000000000000000000001000000000000000000000000
major,0000000000000000000000100000000100000000000000000000000000100000000000000000000000000000
minor-seventh,0000000000000000000000000001000000100100000000000000000000000001010000000000000000000000
minor-seventh,0000000000000000000000000001001000100100000000000000001000000000000000000000000000000000
major-seventh,0000000000000000000000000001000100100010000000000010000000000000000000000000000000000000
half-diminished,0000000000000000000000000000000001000101001000000001000000000000000000000000000000000000
major,0000000000000000000000000001000101000000000001000000000000000000000000000000000000000000
major,0000000000000000000000001000000000000001000100100000000000000000000000000000000000000000
minor,0000000000000000000000001000000000000001001000001000000000000000000000000000000000000000
major,0000000000000000000000100000000000000001000100100000000000000000000000000000000000000000
major,0000000000000000000000000001000000000001000101000000000000000000000000000000000000000000
major,0000000000000000000000001000000000000001000100100000000000000000000000000000000000000000
minor,0000000000000000000000001000000000000001001000001000000000000000000000000000000000000000
major,0000000000000000000000100000000000000001000100100000000000000000000000000000000000000000
major,0000000000000000000000000001000000000001000101000000000000000000000000000000000000000000
major,0000000000000000000000001000000000000001000100100000000000000000000000000000000000000000
minor,0000000000000000000000001000000000000001001000001000000000000000000000000000000000000000
major,0000000000000000000000100000000000000001000100100000000000000000000000000000000000000000
major,0000000000000000000000000001000000000001000101000000000000000000000000000000000000000000
major,0000000000000000000000001000000000000001000100100000000000000000000000000000000000000000
minor,0000000000000000000000001000000000000001001000001000000000000000000000000000000000000000
major,0000000000000000000000100000000000000001000100100000000000000000000000000000000000000000
major,0000000000000000000000001000000000100000000000100001000100000000000000000000000000000000
half-diminished,0000000000000000000000000001000001001000001000000000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001001001000000000000000000000000000000000000000000000000000000
dominant-ninth,0000000000000000000000000001000000000000010001000100000000000000000000000000000000000000
major-seventh,0000000000000000000000000000000000000010000100001000010000000000000000000000000000000000
dominant-13th,0000000000000000000000000001000000000100000000001000010000100000000000000000000000000000
major-seventh,0000000000000000000000000001000000100010000100000000000000000000000000000000000000000000
dominant,0000000000000000000000000001000000000100010000100000000000000000000000000000000000000000
dominant,0000000000000000000000000001000000000100000100010000100000000000000000000000000000000000
dominant,0000000000000000000000000001100000000000100100010000000000000000000000000000000000000000
major,0000000000000000000000000001000000100010000100000000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000000100010001000000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000000100000000100000010000000000000000000000000000000000
dominant,0000000000000000000000000001000000000100001000100000000000000000000000000000000000000000
major-seventh,0000000000000000000000000001000000000010000000000000000100000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000000100001000010000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000000100001000001000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000000100001000000100000000000000000000000000000000000000
dominant-ninth,0000000000000000000000000001000000000100010000000000000000000000000000000000000000000000
dominant-ninth,0000000000000000000000000001000000000100010100000000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000000000000000100100001000000000000000000000000000000000
dominant,0000000000000000000000000000000100000000100100010000100000000000000000000000000000000000
minor,0000000000000000000000000001000000000000000000100100001000000000000000000000000000000000
dominant,0000000000000000000000000001000000000100100100000100000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000000100000000000100001001000000000000000000000000000000
dominant,0000000000000000000000000001000000000100000100001000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000000100000000100100001000000000000000000000000000000000
dominant,0000000000000000000000000001000000000100000100010000100000000000000000000000000000000000
minor,0000000000000000000000000001000000000000000000100100001000000000000000000000000000000000
dominant,0000000000000000000000000001000000000100010100000100000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000000100000000000100001001000000000000000000000000000000
major-seventh,0000000000000000000000000001000000000010000000100010000100000000000000000000000000000000
major-seventh,0000000000000000000000000001000000100010000100000000000000000000000000000000000000000000
half-diminished,0000000000000000000000000001000001000100001000000000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000100100001000000000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001001001000000000000000000000000000000000000000000000000000000
major-seventh,0000000000000000000000000001000000000010010000100000000000000000000000000000000000000000
dominant,0000000000000000000000000100000100001000000000000000001000000000000000000000000000000000
major-seventh,0000000000000000000000000001000000000010010000100010000000000000000000000000000000000000
dominant,0000000000000000000000000001000000000100000001000000000000000000000000000000000000000000
major-seventh,0000000000000000000000000001000000100010000100000000000000000000000000000000000000000000
dominant,0000000000000000000000000001000000000100010000100000000000000000000000000000000000000000
dominant,0000000000000000000000000001000000000100000100010000100000000000000000000000000000000000
dominant,0000000000000000000000000001100000000000100100010000000000000000000000000000000000000000
major-seventh,0000000000000000000000000001000000100010000100000000000000000000000000000000000000000000
dominant,0000000000000000000000000100000100100000000000000000000000000000000000000000000000000000
half-diminished,0000000000000000000000000001000000101000000000000000000000000000000000000000000000000000
half-diminished,0000000000000000000000000001000001001000000000000000000000000000000000000000000000000000
major,0000000000000000000000100001000100000000000000000000000000000000000000000000000000000000
major-sixth,0000000000000000000000000001000000000000010001001000000000000000000000000000000000000000
minor-ninth,0000000000000000000000000000010100101000000000000000000000000000000000000000000000000000
major-ninth,0000000000000001000000000000000000100010010000000000000000000000000000000000000000000000
major-ninth,0000000000000000000000000001000000000000000100100010000000000000000000000000000000000000
major-ninth,0000000000000001000000000000000100100010010000000000000000000000000000000000000000000000
major-ninth,0000000000000001000000000000000100100010010000000000000000000000000000000000000000000000
major-ninth,0000000000000001000000000000000100100010010000000000000000000000000000000000000000000000
